Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Type,City,State,Category,Sub_Category,Brand,Product_Name,Quantity,Unit_Price,Discount_Pct,Discount_Amount,Revenue,COGS,Profit,Payment_Method,Order_Status,Delivery_Days,Customer_Rating,Review_Count,Is_Weekend_Order
EC-000363,2021-04-09,CUST0043,Rohan Gupta,Returning,Mumbai,Maharashtra,Electronics,Earbuds,Apple,Apple Earbuds - 959,4,6648.72,25,6648.72,19946.16,8610.75,11335.41,Credit Card,Delivered,3,3.6,253,0
EC-000364,2021-06-27,CUST0266,Pooja Nair,VIP,Chennai,Tamil Nadu,Beauty,Moisturizer,Himalaya,Himalaya Moisturizer - 343,2,9788.0,30,5872.8,13703.2,6106.25,7596.95,Cash on Delivery,Delivered,8,1.2,344,1
EC-000365,2024-07-14,CUST0056,Priya Patel,New,Surat,Gujarat,Beauty,Lipstick,Dove,Dove Lipstick - 861,2,7320.56,0,0.0,14641.12,9169.38,5471.74,UPI,Cancelled,6,3.0,462,1
EC-000366,2022-11-23,CUST0149,Karan Mehta,Returning,Ahmedabad,Gujarat,Fashion,Jacket,Fabindia,Fabindia Jacket - 401,1,6512.02,30,1953.61,4558.41,2056.75,2501.66,Net Banking,Cancelled,6,3.0,328,0
EC-000367,2021-07-02,CUST0252,Rohan Gupta,Returning,Bangalore,Karnataka,Fashion,Sneakers,Zara,Zara Sneakers - 264,4,4618.8,5,923.76,17551.44,7552.63,9998.81,Cash on Delivery,Delivered,7,3.8,96,0
EC-000368,2022-01-05,CUST0101,Priya Patel,Premium,Ahmedabad,Gujarat,Home & Kitchen,Mixer,Bajaj,Bajaj Mixer - 602,4,9534.53,25,9534.53,28603.59,13405.6,15197.99,Cash on Delivery,Cancelled,6,3.0,358,0
EC-000369,2022-03-17,CUST0124,Ananya Iyer,VIP,Chandigarh,Punjab,Sports,Cricket Bat,Decathlon,Decathlon Cricket Bat - 656,4,4663.18,10,1865.27,16787.45,9857.07,6930.38,Cash on Delivery,Cancelled,2,3.0,421,0
EC-000370,2023-06-12,CUST0007,Riya Bose,New,Chennai,Tamil Nadu,Books,Fiction Novel,Oxford,Oxford Fiction Novel - 217,2,2047.58,5,204.76,3890.4,2590.93,1299.47,Wallet,Delivered,5,2.8,154,0
EC-000371,2022-01-22,CUST0086,Sneha Reddy,VIP,Surat,Gujarat,Home & Kitchen,Curtains,Philips,Philips Curtains - 362,4,7276.36,20,5821.09,23284.35,10549.35,12735.0,Cash on Delivery,Returned,6,3.0,132,0
EC-000372,2023-09-26,CUST0230,Riya Bose,New,Jaipur,Rajasthan,Beauty,Lipstick,Lakme,Lakme Lipstick - 403,2,2093.68,30,1256.21,2931.15,1540.54,1390.61,Wallet,Returned,9,3.0,78,0
EC-000373,2022-09-18,CUST0065,Rahul Kumar,Returning,Delhi,Delhi,Fashion,Saree,Adidas,Adidas Saree - 786,5,11428.32,0,0.0,57141.6,25207.04,31934.56,Wallet,Pending,1,3.0,12,0
EC-000374,2021-04-18,CUST0181,Rahul Kumar,Returning,Kolkata,West Bengal,Electronics,Handbag,Puma,Puma Handbag - 124,5,12531.12,30,18796.68,43858.92,25823.68,18035.24,Net Banking,Pending,7,3.0,337,0
EC-000375,2021-03-26,CUST0188,Rahul Kumar,Returning,Delhi,Delhi,Beauty,Lipstick,Lakme,Lakme Lipstick - 364,5,14397.69,0,0.0,71988.45,39331.34,32657.11,Net Banking,Cancelled,5,3.0,394,0
EC-000376,2023-01-13,CUST0282,Arjun Sharma,New,Kolkata,West Bengal,Books,Comics,Bloomsbury,Bloomsbury Comics - 874,5,12680.92,15,9510.69,53893.91,23143.38,30750.53,Wallet,Cancelled,2,3.0,195,1
EC-000377,2021-05-26,CUST0232,Rahul Kumar,Premium,Delhi,Delhi,Sports,Yoga Mat,Nivia,Nivia Yoga Mat - 883,2,4937.67,10,987.53,8887.81,5521.17,3366.64,Net Banking,Cancelled,5,3.0,226,0
EC-000378,2024-03-18,CUST0042,Suresh Joshi,Premium,Surat,Gujarat,Books,Comics,Rupa,Rupa Comics - 749,1,9249.81,0,0.0,9249.81,6085.17,3164.64,Debit Card,Delivered,4,2.6,396,0
EC-000379,2023-01-18,CUST0129,Sneha Reddy,New,Chandigarh,Punjab,Home & Kitchen,Pillow,Milton,Milton Pillow - 105,1,14334.49,25,3583.62,10750.87,6838.32,3912.55,Cash on Delivery,Delivered,9,2.3,129,0
EC-000380,2023-04-24,CUST0232,Kavya Pillai,Returning,Jaipur,Rajasthan,Sports,Football,Vector X,Vector X Football - 264,4,1238.61,0,0.0,4954.44,2397.01,2557.43,Debit Card,Delivered,6,4.7,276,0
EC-000381,2021-03-22,CUST0200,Amit Tiwari,New,Hyderabad,Telangana,Fashion,Jacket,Fabindia,Fabindia Jacket - 397,4,9594.3,5,1918.86,36458.34,21795.02,14663.32,Wallet,Delivered,10,4.6,432,0
EC-000382,2024-06-12,CUST0069,Pooja Nair,New,Chennai,Tamil Nadu,Electronics,Tablet,Samsung,Samsung Tablet - 391,1,1093.12,25,273.28,819.84,455.44,364.4,Cash on Delivery,Pending,3,3.0,415,0
EC-000384,2022-12-24,CUST0017,Neha Mishra,Returning,Pune,Maharashtra,Books,Self Help,Penguin,Penguin Self Help - 795,3,9919.63,5,1487.94,28270.95,18111.48,10159.47,Wallet,Delivered,7,1.4,132,0
EC-000385,2023-08-18,CUST0139,Rahul Kumar,Premium,Ahmedabad,Gujarat,Home & Kitchen,Curtains,Pigeon,Pigeon Curtains - 979,4,11088.87,10,4435.55,39919.93,20198.5,19721.43,Debit Card,Delivered,2,2.2,435,0
EC-000386,2021-12-03,CUST0261,Arjun Sharma,VIP,Chandigarh,Punjab,Sports,Dumbbell,Adidas,Adidas Dumbbell - 887,3,9954.42,25,7465.81,22397.45,10203.35,12194.1,Cash on Delivery,Cancelled,1,3.0,260,0
EC-000387,2024-11-25,CUST0223,Suresh Joshi,Returning,Hyderabad,Telangana,Fashion,T-Shirt,Adidas,Adidas T-Shirt - 890,2,412.08,20,164.83,659.33,279.99,379.34,Cash on Delivery,Delivered,3,4.9,135,0
EC-000388,2021-07-12,CUST0292,Pooja Nair,Returning,Bangalore,Karnataka,Beauty,Moisturizer,Himalaya,Himalaya Moisturizer - 875,1,14642.26,15,2196.34,12445.92,7470.1,4975.82,Cash on Delivery,Delivered,9,1.0,381,0
EC-000389,2022-12-24,CUST0190,Priya Patel,Returning,Bangalore,Karnataka,Fashion,Kurta,H&M,H&M Kurta - 879,4,11642.04,20,9313.63,37254.53,22098.32,15156.21,Net Banking,Delivered,8,3.1,254,0
EC-000390,2021-11-07,CUST0258,Suresh Joshi,VIP,Pune,Maharashtra,Fashion,T-Shirt,Levis,Levis T-Shirt - 565,2,4901.01,5,490.1,9311.92,4074.62,5237.3,Credit Card,Delivered,9,3.0,373,1
EC-000391,2023-12-09,CUST0288,Ananya Iyer,VIP,Delhi,Delhi,Electronics,Camera,OnePlus,OnePlus Camera - 769,5,8778.1,25,10972.62,32917.88,20554.65,12363.23,Net Banking,Cancelled,10,3.0,287,0
EC-000392,2023-07-08,CUST0273,Neha Mishra,Premium,Delhi,Delhi,Home & Kitchen,Lamp,Hawkins,Hawkins Lamp - 598,4,2433.91,20,1947.13,7788.51,3217.59,4570.92,Net Banking,Returned,9,3.0,423,0
EC-000393,2022-04-03,CUST0124,Rohan Gupta,Returning,Bangalore,Karnataka,Sports,Yoga Mat,Vector X,Vector X Yoga Mat - 253,2,3446.77,15,1034.03,5859.51,2998.02,2861.49,Debit Card,Pending,9,3.0,472,0
EC-000394,2021-11-08,CUST0288,Sneha Reddy,VIP,Chandigarh,Punjab,Fashion,Saree,Adidas,Adidas Saree - 791,2,14151.83,30,8491.1,19812.56,9355.65,10456.91,Net Banking,Delivered,7,3.0,434,0
EC-000395,2024-01-08,CUST0119,Ananya Iyer,Returning,Bangalore,Karnataka,Books,Self Help,Random House,Random House Self Help - 744,1,9722.58,25,2430.64,7291.94,3542.22,3749.72,Cash on Delivery,Delivered,1,4.3,38,0
EC-000396,2023-03-17,CUST0149,Arjun Sharma,Premium,Unknown,Maharashtra,Electronics,Smartwatch,Apple,Apple Smartwatch - 187,1,3950.63,5,197.53,3753.1,2113.76,1639.34,Debit Card,Cancelled,7,3.0,396,0
EC-000397,2022-07-20,CUST0238,Ananya Iyer,Premium,Ahmedabad,Gujarat,Electronics,Biography,Scholastic,Scholastic Biography - 271,5,14678.12,5,3669.53,69721.07,43537.85,26183.22,Wallet,Cancelled,3,3.0,134,1
EC-000398,2021-04-13,CUST0022,Sneha Reddy,New,Lucknow,UP,Beauty,Lipstick,Biotique,Biotique Lipstick - 307,4,902.49,20,721.99,2887.97,1432.48,1455.49,Cash on Delivery,Delivered,7,4.0,347,1
EC-000399,2021-03-16,CUST0213,Priya Patel,New,Bangalore,Karnataka,Sports,Badminton Kit,Cosco,Cosco Badminton Kit - 195,5,10946.41,20,10946.41,43785.64,18932.17,24853.47,Net Banking,Cancelled,10,3.0,462,0
EC-000400,2021-11-21,CUST0088,Kavya Pillai,Premium,Jaipur,Rajasthan,Beauty,Shampoo,Mamaearth,Mamaearth Shampoo - 995,4,12285.0,30,14742.0,34398.0,15962.51,18435.49,Credit Card,Cancelled,7,3.0,43,1
EC-000401,2024-07-12,CUST0184,Sneha Reddy,VIP,Chennai,Tamil Nadu,Beauty,Sunscreen,Biotique,Biotique Sunscreen - 237,5,6259.91,30,9389.86,21909.69,13747.36,8162.33,UPI,Pending,10,3.0,2,0
EC-000402,2024-05-07,CUST0108,Arjun Sharma,New,Delhi,Delhi,Books,Travel Guide,Harper,Harper Travel Guide - 632,3,2358.38,10,707.51,6367.63,2726.15,3641.48,Credit Card,Pending,1,3.0,366,1
EC-000403,2023-07-12,CUST0144,Kavya Pillai,Premium,Chandigarh,Punjab,Books,Cookbook,Harper,Harper Cookbook - 367,1,11440.71,30,3432.21,8008.5,3587.98,4420.52,Cash on Delivery,Delivered,2,2.8,71,0
EC-000404,2024-04-14,CUST0104,Riya Bose,Returning,Lucknow,UP,Books,Biography,Oxford,Oxford Biography - 479,1,11151.51,10,1115.15,10036.36,6668.51,3367.85,Cash on Delivery,Cancelled,9,3.0,482,1
EC-000405,2023-12-13,CUST0231,Sneha Reddy,Returning,Hyderabad,Telangana,Sports,Football,Adidas,Adidas Football - 557,2,9897.65,20,3959.06,15836.24,7811.68,8024.56,Wallet,Pending,3,3.0,218,1
EC-000406,2023-09-20,CUST0086,Suresh Joshi,New,Jaipur,Rajasthan,Fashion,T-Shirt,H&M,H&M T-Shirt - 923,3,10349.47,15,4657.26,26391.15,13527.52,12863.63,Credit Card,Delivered,1,3.2,233,1
EC-000407,2021-05-08,CUST0121,Priya Patel,VIP,Kolkata,West Bengal,Fashion,Kurta,Adidas,Adidas Kurta - 510,2,12615.46,0,0.0,25230.92,16395.16,8835.76,Cash on Delivery,Delivered,6,1.0,417,0
EC-000408,2021-03-21,CUST0243,Arjun Sharma,Returning,Chandigarh,Punjab,Beauty,Sunscreen,Himalaya,Himalaya Sunscreen - 970,5,5582.32,20,5582.32,22329.28,11121.76,11207.52,Wallet,Returned,8,3.0,222,1
EC-000409,2022-10-06,CUST0020,Pooja Nair,New,Mumbai,Maharashtra,Sports,Cricket Bat,Nike,Nike Cricket Bat - 261,3,14945.38,30,13450.84,31385.3,16021.97,15363.33,Credit Card,Delivered,1,2.8,393,1
EC-000410,2024-07-19,CUST0202,Arjun Sharma,New,Pune,Maharashtra,Home & Kitchen,Cookware,Pigeon,Pigeon Cookware - 192,3,2153.56,25,1615.17,4845.51,2902.04,1943.47,Cash on Delivery,Cancelled,4,3.0,37,0
EC-000411,2023-06-27,CUST0071,Karan Mehta,VIP,Jaipur,Rajasthan,Home & Kitchen,Pillow,Milton,Milton Pillow - 513,4,2801.66,20,2241.33,8965.31,4628.81,4336.5,Cash on Delivery,Delivered,5,2.6,3,1
EC-000412,2021-09-03,CUST0055,Aditya Rao,New,Kolkata,West Bengal,Electronics,Tablet,Apple,Apple Tablet - 922,5,9670.65,20,9670.65,38682.6,16225.65,22456.95,Cash on Delivery,Delivered,9,3.3,499,0
EC-000413,2024-07-19,CUST0159,Aditya Rao,VIP,Lucknow,UP,Home & Kitchen,Lamp,Milton,Milton Lamp - 797,4,886.78,10,354.71,3192.41,1742.99,1449.42,Net Banking,Delivered,8,3.4,187,0
EC-000414,2023-02-13,CUST0211,Pooja Nair,Premium,Unknown,Gujarat,Sports,Swimming Goggles,Decathlon,Decathlon Swimming Goggles - 522,4,4899.41,0,0.0,19597.64,11581.17,8016.47,UPI,Pending,4,3.0,405,1
EC-000415,2023-04-10,CUST0117,Aditya Rao,New,Chandigarh,Punjab,Sports,Cycle,Decathlon,Decathlon Cycle - 667,5,11214.29,30,16821.44,39250.01,27262.69,11987.32,Debit Card,Returned,2,3.0,414,0
EC-000416,2023-03-24,CUST0228,Karan Mehta,Returning,Chennai,Tamil Nadu,Books,Textbook,Oxford,Oxford Textbook - 853,4,7807.31,20,6245.85,24983.39,13292.65,11690.74,Debit Card,Returned,4,3.0,349,0
EC-000417,2022-10-12,CUST0251,Sneha Reddy,New,Chennai,Tamil Nadu,Home & Kitchen,Pressure Cooker,Philips,Philips Pressure Cooker - 792,1,6566.89,30,1970.07,4596.82,1960.91,2635.91,Wallet,Delivered,3,1.9,475,0
EC-000418,2024-06-20,CUST0118,Rohan Gupta,VIP,Jaipur,Rajasthan,Books,Biography,Penguin,Penguin Biography - 287,3,11522.17,0,0.0,34566.51,21434.17,13132.34,Cash on Delivery,Returned,6,3.0,300,1
EC-000419,2021-09-26,CUST0240,Priya Patel,Premium,Lucknow,UP,Home & Kitchen,Curtains,Philips,Philips Curtains - 503,1,6376.6,5,318.83,6057.77,3579.25,2478.52,Wallet,Returned,7,3.0,46,0
EC-000420,2024-06-23,CUST0137,Karan Mehta,VIP,Chandigarh,Punjab,Fashion,Kurta,Zara,Zara Kurta - 694,3,10320.08,20,6192.05,24768.19,17271.8,7496.39,Credit Card,Delivered,1,4.0,89,0
EC-000421,2023-04-09,CUST0050,Aditya Rao,Premium,Hyderabad,Telangana,Home & Kitchen,Bedsheet,Borosil,Borosil Bedsheet - 288,5,2848.7,5,712.17,13531.33,6882.99,6648.34,Net Banking,Cancelled,8,3.0,258,0
EC-000422,2023-06-28,CUST0198,Amit Tiwari,Returning,Chandigarh,Punjab,Books,Self Help,Scholastic,Scholastic Self Help - 685,5,10533.75,30,15800.62,36868.13,21226.57,15641.56,Debit Card,Delivered,7,3.3,336,1
EC-000423,2023-04-18,CUST0035,Karan Mehta,Returning,Delhi,Delhi,Sports,Badminton Kit,Nike,Nike Badminton Kit - 919,3,4551.01,25,3413.26,10239.77,6985.61,3254.16,Wallet,Returned,7,3.0,301,0
EC-000424,2024-08-05,CUST0049,Aditya Rao,VIP,Mumbai,Maharashtra,Fashion,Kurta,Fabindia,Fabindia Kurta - 407,2,13103.68,5,1310.37,24896.99,16247.28,8649.71,UPI,Cancelled,9,3.0,404,0
EC-000425,2021-12-06,CUST0126,Rohan Gupta,VIP,Mumbai,Maharashtra,Sports,Swimming Goggles,Vector X,Vector X Swimming Goggles - 959,2,14066.56,15,4219.97,23913.15,14630.2,9282.95,Wallet,Delivered,1,3.5,230,1
EC-000426,2023-06-18,CUST0297,Neha Mishra,New,Pune,Maharashtra,Electronics,Earbuds,Realme,Realme Earbuds - 521,2,13649.91,10,2729.98,24569.84,15578.85,8990.99,Credit Card,Delivered,9,1.0,181,0
EC-000427,2022-05-12,CUST0084,Riya Bose,VIP,Lucknow,UP,Home & Kitchen,Cookware,Hawkins,Hawkins Cookware - 180,4,2057.11,5,411.42,7817.02,4062.12,3754.9,Net Banking,Pending,6,3.0,151,0
EC-000428,2022-11-26,CUST0106,Suresh Joshi,New,Surat,Gujarat,Sports,Cricket Bat,Cosco,Cosco Cricket Bat - 181,1,14353.56,5,717.68,13635.88,5736.44,7899.44,Debit Card,Returned,6,3.0,413,0
EC-000429,2023-12-09,CUST0270,Suresh Joshi,Premium,Pune,Maharashtra,Home & Kitchen,Pressure Cooker,Bajaj,Bajaj Pressure Cooker - 555,4,4208.23,25,4208.23,12624.69,6093.73,6530.96,UPI,Pending,10,3.0,119,0
EC-000430,2022-03-28,CUST0205,Pooja Nair,Premium,Ahmedabad,Gujarat,Beauty,Sunscreen,Mamaearth,Mamaearth Sunscreen - 861,2,4152.05,15,1245.62,7058.48,4431.45,2627.03,Wallet,Delivered,1,2.8,69,1
EC-000431,2021-02-03,CUST0107,Priya Patel,New,Bangalore,Karnataka,Beauty,Face Cream,LOreal,LOreal Face Cream - 889,4,2430.09,15,1458.05,8262.31,5419.47,2842.84,Net Banking,Cancelled,8,3.0,83,0
EC-000432,2022-02-21,CUST0007,Pooja Nair,Returning,Delhi,Delhi,Sports,Swimming Goggles,Decathlon,Decathlon Swimming Goggles - 855,2,13605.92,10,2721.18,24490.66,10819.33,13671.33,UPI,Delivered,7,3.1,69,1
EC-000433,2022-01-02,CUST0199,Riya Bose,VIP,Bangalore,Karnataka,Books,Cookbook,Harper,Harper Cookbook - 991,2,11013.49,20,4405.4,17621.58,9947.31,7674.27,Cash on Delivery,Delivered,6,1.5,404,0
EC-000434,2022-10-20,CUST0142,Kavya Pillai,Premium,Bangalore,Karnataka,Home & Kitchen,Lamp,Pigeon,Pigeon Lamp - 455,2,12435.24,25,6217.62,18652.86,11869.07,6783.79,Net Banking,Pending,8,3.0,312,1
EC-000435,2023-06-14,CUST0218,Divya Shah,New,Delhi,Delhi,Sports,Dumbbell,Yonex,Yonex Dumbbell - 100,5,14721.33,15,11041.0,62565.65,29841.25,32724.4,Cash on Delivery,Delivered,5,3.6,420,1
EC-000436,2021-12-16,CUST0161,Arjun Sharma,VIP,Ahmedabad,Gujarat,Fashion,Saree,Levis,Levis Saree - 917,1,7012.59,20,1402.52,5610.07,3879.93,1730.14,UPI,Delivered,8,3.4,177,0
EC-000437,2023-04-14,CUST0086,Suresh Joshi,Returning,Mumbai,Maharashtra,Sports,Dumbbell,Yonex,Yonex Dumbbell - 267,5,3457.22,20,3457.22,13828.88,6572.73,7256.15,Wallet,Returned,9,3.0,288,1
EC-000438,2023-02-14,CUST0028,Rohan Gupta,Premium,Kolkata,West Bengal,Beauty,Hair Oil,Biotique,Biotique Hair Oil - 764,1,14709.7,5,735.49,13974.21,6543.04,7431.17,Wallet,Cancelled,4,3.0,441,1
EC-000439,2021-03-05,CUST0198,Amit Tiwari,VIP,Kolkata,West Bengal,Sports,Swimming Goggles,Adidas,Adidas Swimming Goggles - 378,3,1108.26,5,166.24,3158.54,1934.13,1224.41,Wallet,Delivered,5,3.2,97,0
EC-000440,2022-01-18,CUST0057,Sneha Reddy,Premium,Pune,Maharashtra,Sports,Football,Nike,Nike Football - 375,1,6486.6,0,0.0,6486.6,2868.94,3617.66,Debit Card,Delivered,1,3.7,65,0
EC-000441,2021-03-01,CUST0086,Aditya Rao,VIP,Mumbai,Maharashtra,Beauty,Perfume,Dove,Dove Perfume - 419,2,6988.2,5,698.82,13277.58,6951.21,6326.37,Net Banking,Delivered,8,3.6,75,0
EC-000442,2021-03-02,CUST0243,Rahul Kumar,VIP,Mumbai,Maharashtra,Home & Kitchen,Curtains,Hawkins,Hawkins Curtains - 285,4,5404.0,10,2161.6,19454.4,13490.04,5964.36,Debit Card,Returned,5,3.0,318,0
EC-000443,2022-07-25,CUST0068,Unknown,Returning,Mumbai,Maharashtra,Home & Kitchen,Cookware,Pigeon,Pigeon Cookware - 571,1,3100.32,0,0.0,3100.32,1480.67,1619.65,Wallet,Delivered,8,1.7,365,0
EC-000444,2024-11-10,CUST0214,Priya Patel,New,Chennai,Tamil Nadu,Electronics,Smartwatch,Realme,Realme Smartwatch - 359,4,7838.85,15,4703.31,26652.09,12298.99,14353.1,Net Banking,Delivered,6,3.0,115,0
EC-000445,2022-02-08,CUST0284,Arjun Sharma,Returning,Pune,Maharashtra,Beauty,Lipstick,LOreal,LOreal Lipstick - 913,4,3906.85,0,0.0,15627.4,10689.01,4938.39,UPI,Delivered,7,3.2,25,0
EC-000446,2021-10-26,CUST0254,Vikram Singh,Premium,Chennai,Tamil Nadu,Sports,Yoga Mat,Cosco,Cosco Yoga Mat - 889,1,504.79,0,0.0,504.79,211.79,293.0,Credit Card,Pending,8,3.0,386,0
EC-000447,,CUST0279,Vikram Singh,New,Delhi,Delhi,Fashion,Jeans,Nike,Nike Jeans - 228,4,8126.66,25,8126.66,24379.98,13392.99,10986.99,Net Banking,Delivered,1,1.4,88,0
EC-000448,2023-08-24,CUST0268,Suresh Joshi,Premium,Surat,Gujarat,Fashion,Saree,Adidas,Adidas Saree - 841,3,5768.26,30,5191.43,12113.35,7663.92,4449.43,Debit Card,Delivered,4,4.9,73,0
EC-000449,2023-09-23,CUST0055,Ananya Iyer,Premium,Chandigarh,Punjab,Home & Kitchen,Mixer,Pigeon,Pigeon Mixer - 431,4,11913.53,15,7148.12,40506.0,23221.2,17284.8,Wallet,Delivered,8,3.5,392,0
EC-000450,2022-02-17,CUST0268,Divya Shah,Premium,Lucknow,UP,Books,Textbook,Rupa,Rupa Textbook - 654,2,2453.53,30,1472.12,3434.94,2091.09,1343.85,UPI,Returned,3,3.0,385,0
EC-000451,2024-12-06,CUST0040,Neha Mishra,Returning,Surat,Gujarat,Books,Fiction Novel,Rupa,Rupa Fiction Novel - 428,3,5510.2,20,3306.12,13224.48,8849.24,4375.24,Wallet,Cancelled,1,3.0,485,1
EC-000452,2024-09-05,CUST0176,Unknown,VIP,Kolkata,West Bengal,Electronics,Camera,Boat,Boat Camera - 756,1,9011.88,5,450.59,8561.29,3510.26,5051.03,UPI,Delivered,10,2.5,106,0
EC-000453,2021-03-06,CUST0032,Sneha Reddy,VIP,Surat,Gujarat,Electronics,Smartphone,Boat,Boat Smartphone - 296,5,6660.82,0,0.0,33304.1,19469.22,13834.88,Credit Card,Delivered,1,1.3,136,1
EC-000454,2024-09-20,CUST0109,Priya Patel,Premium,Kolkata,West Bengal,Electronics,Smartwatch,Realme,Realme Smartwatch - 326,4,11121.98,25,11121.98,33365.94,16546.17,16819.77,Cash on Delivery,Delivered,10,5.0,374,1
EC-000455,2024-02-15,CUST0102,Kavya Pillai,Premium,Chennai,Tamil Nadu,Beauty,Face Cream,Lakme,Lakme Face Cream - 913,5,10052.01,25,12565.01,37695.04,22255.2,15439.84,Wallet,Delivered,1,1.7,222,0
EC-000456,2021-12-03,CUST0196,Karan Mehta,New,Hyderabad,Telangana,Electronics,Speaker,Boat,Boat Speaker - 203,3,2517.28,20,1510.37,6041.47,2439.44,3602.03,Wallet,Delivered,5,3.2,280,0
EC-000457,2022-10-21,CUST0133,Kavya Pillai,New,Chennai,Tamil Nadu,Fashion,Jacket,Nike,Nike Jacket - 884,4,13364.84,5,2672.97,50786.39,21524.39,29262.0,Wallet,Cancelled,3,3.0,226,1
EC-000458,2024-02-06,CUST0134,Suresh Joshi,Premium,Ahmedabad,Gujarat,Sports,Cricket Bat,Nivia,Nivia Cricket Bat - 773,5,5118.92,25,6398.65,19195.95,9385.8,9810.15,Debit Card,Cancelled,3,3.0,210,1
EC-000459,2023-06-14,CUST0213,Aditya Rao,Returning,Unknown,Maharashtra,Sports,Cycle,Cosco,Cosco Cycle - 676,4,4783.82,10,1913.53,17221.75,9323.0,7898.75,Cash on Delivery,Pending,7,3.0,215,1
EC-000460,2023-06-15,CUST0286,Arjun Sharma,New,Jaipur,Rajasthan,Fashion,Kurta,Fabindia,Fabindia Kurta - 391,2,12306.9,25,6153.45,18460.35,12256.69,6203.66,Cash on Delivery,Returned,8,3.0,473,0
EC-000461,2023-04-07,CUST0163,Rohan Gupta,Returning,Hyderabad,Telangana,Electronics,Smartwatch,Apple,Apple Smartwatch - 196,5,1782.85,0,0.0,8914.25,3798.84,5115.41,Credit Card,Delivered,6,3.9,179,1
EC-000462,2023-10-08,CUST0279,Divya Shah,New,Bangalore,Karnataka,Books,Textbook,Harper,Harper Textbook - 684,2,5284.33,10,1056.87,9511.79,5089.81,4421.98,Net Banking,Delivered,4,4.0,175,0
EC-000463,2023-08-06,CUST0271,Sneha Reddy,Premium,Delhi,Delhi,Sports,Dumbbell,Nivia,Nivia Dumbbell - 138,1,12637.57,25,3159.39,9478.18,5131.36,4346.82,Wallet,Pending,8,3.0,346,1
EC-000464,2023-06-27,CUST0066,Sneha Reddy,Returning,Mumbai,Maharashtra,Sports,Football,Decathlon,Decathlon Football - 865,3,563.62,30,507.26,1183.6,735.95,447.65,Wallet,Returned,7,3.0,482,1
EC-000465,2021-05-17,CUST0001,Vikram Singh,Premium,Surat,Gujarat,Sports,Yoga Mat,Nivia,Nivia Yoga Mat - 614,4,10256.88,15,6154.13,34873.39,15697.89,19175.5,Wallet,Delivered,1,3.6,455,0
EC-000466,2024-08-25,CUST0294,Rahul Kumar,Returning,Surat,Gujarat,Fashion,Jeans,Zara,Zara Jeans - 542,3,10442.84,25,7832.13,23496.39,13012.22,10484.17,UPI,Cancelled,10,3.0,142,0
EC-000467,2024-10-24,CUST0142,Suresh Joshi,Premium,Pune,Maharashtra,Books,Self Help,Harper,Harper Self Help - 187,5,594.52,0,0.0,2972.6,1460.09,1512.51,Net Banking,Cancelled,1,3.0,483,0
EC-000468,2022-08-18,CUST0252,Unknown,Returning,Chandigarh,Punjab,Sports,Football,Yonex,Yonex Football - 674,4,3568.17,5,713.63,13559.05,8707.88,4851.17,Cash on Delivery,Returned,4,3.0,332,0
EC-000469,2023-07-11,CUST0091,Sneha Reddy,VIP,Chennai,Tamil Nadu,Beauty,Sunscreen,LOreal,LOreal Sunscreen - 533,2,9796.45,0,0.0,19592.9,12975.75,6617.15,UPI,Delivered,10,1.0,353,0
EC-000470,2021-05-06,CUST0147,Amit Tiwari,Returning,Pune,Maharashtra,Home & Kitchen,Pressure Cooker,Bajaj,Bajaj Pressure Cooker - 551,4,5786.02,20,4628.82,18515.26,8121.8,10393.46,Credit Card,Cancelled,6,3.0,29,1
EC-000471,2021-02-24,CUST0154,Vikram Singh,Premium,Pune,Maharashtra,Fashion,Jeans,Puma,Puma Jeans - 114,3,6395.97,5,959.4,18228.51,7521.22,10707.29,UPI,Delivered,1,4.0,101,0
EC-000472,2024-01-11,CUST0275,Karan Mehta,Returning,Hyderabad,Telangana,Beauty,Moisturizer,Lakme,Lakme Moisturizer - 659,1,4454.05,15,668.11,3785.94,2548.81,1237.13,Cash on Delivery,Pending,4,3.0,200,0
EC-000473,2022-12-23,CUST0063,Priya Patel,Premium,Lucknow,UP,Home & Kitchen,Lamp,Pigeon,Pigeon Lamp - 274,4,368.3,25,368.3,1104.9,761.1,343.8,Credit Card,Returned,1,3.0,72,0
EC-000474,2023-01-15,CUST0120,Suresh Joshi,Premium,Chandigarh,Punjab,Home & Kitchen,Pressure Cooker,Milton,Milton Pressure Cooker - 778,3,9460.75,20,5676.45,22705.8,12710.77,9995.03,Wallet,Delivered,1,3.5,421,0
EC-000475,2024-04-13,CUST0286,Sneha Reddy,Premium,Mumbai,Maharashtra,Fashion,Cookware,Prestige,Prestige Cookware - 596,5,8156.41,10,4078.2,36703.85,15744.5,20959.35,Cash on Delivery,Pending,9,3.0,264,1
EC-000476,2024-09-23,CUST0227,Pooja Nair,Premium,Chennai,Tamil Nadu,Sports,Yoga Mat,Nike,Nike Yoga Mat - 441,1,7084.64,20,1416.93,5667.71,2779.33,2888.38,Net Banking,Delivered,1,3.4,488,0
EC-000477,2023-06-21,CUST0264,Rohan Gupta,New,Mumbai,Maharashtra,Books,Cookbook,Harper,Harper Cookbook - 740,3,10980.67,10,3294.2,29647.81,17185.13,12462.68,UPI,Delivered,5,1.3,1,1
